Code;Name;Class;Role;Tier;Score;Trend;Win %;Role %;Pick %;Ban %;KDA
845.00;Zed;Assassin;MID;God;40.31;-11.23;0.50;0.20;0.01;0.17;2.62
846.00;Zed;Assassin;JUNGLE;A;40.30;-11.25;0.50;0.20;0.01;0.17;2.62
847.00;Ziggs;Mage;ADC;B;40.28;-11.26;0.50;0.20;0.01;0.17;2.62
848.00;Ziggs;Mage;MID;C;40.27;-11.28;0.50;0.20;0.01;0.17;2.62
849.00;Zilean;Support;MID;A;40.26;-11.29;0.50;0.20;0.01;0.17;2.62
850.00;Zilean;Support;SUPPORT;A;40.24;-11.31;0.50;0.20;0.01;0.17;2.62
851.00;Zoe;Mage;MID;A;40.23;-11.32;0.50;0.20;0.01;0.17;2.62
852.00;Zyra;Mage;SUPPORT;A;40.22;-11.34;0.50;0.20;0.01;0.17;2.62
853.00;Aatrox;Fighter;TOP;A;40.20;-11.35;0.50;0.20;0.01;0.17;2.62
854.00;Aatrox;Fighter;TOP;A;40.19;-11.37;0.50;0.20;0.00;0.17;2.62
855.00;Ahri;Mage;MID;A;40.18;-11.38;0.50;0.20;0.00;0.17;2.62
856.00;Akali;Assassin;MID;S;40.16;-11.40;0.50;0.19;0.00;0.17;2.62
857.00;Akali;Assassin;TOP;A;40.15;-11.41;0.50;0.19;0.00;0.17;2.62
858.00;Akshan;Marksman;MID;S;40.14;-11.43;0.50;0.19;0.00;0.17;2.62
859.00;Akshan;Marksman;TOP;A;40.12;-11.44;0.50;0.19;0.00;0.17;2.62
860.00;Alistar;Tank;SUPPORT;B;40.11;-11.46;0.50;0.19;0.00;0.17;2.62
861.00;Amumu;Tank;JUNGLE;B;40.10;-11.47;0.50;0.19;0.00;0.17;2.62
862.00;Amumu;Tank;SUPPORT;C;40.08;-11.49;0.50;0.19;0.00;0.17;2.62
863.00;Anivia;Mage;MID;A;40.07;-11.50;0.50;0.19;0.00;0.17;2.62
864.00;Anivia;Mage;SUPPORT;D;40.06;-11.52;0.50;0.19;0.00;0.17;2.63
865.00;Annie;Mage;MID;A;40.04;-11.53;0.50;0.19;0.00;0.17;2.63
866.00;Aphelios;Marksman;ADC;C;40.03;-11.55;0.50;0.19;0.00;0.17;2.63
867.00;Ashe;Marksman;ADC;B;40.02;-11.56;0.50;0.19;0.00;0.17;2.63
868.00;Aurelion Sol;Mage;MID;B;40.00;-11.58;0.50;0.19;0.00;0.17;2.63
869.00;Azir;Mage;MID;D;39.99;-11.59;0.50;0.19;0.00;0.17;2.63
870.00;Bard;Support;SUPPORT;A;39.98;-11.61;0.50;0.19;0.00;0.17;2.63
871.00;Blitzcrank;Tank;SUPPORT;S;39.96;-11.62;0.50;0.19;0.00;0.17;2.63
872.00;Brand;Mage;SUPPORT;B;39.95;-11.64;0.50;0.18;0.00;0.17;2.63
873.00;Brand;Mage;MID;B;39.94;-11.65;0.50;0.18;0.00;0.17;2.63
874.00;Braum;Support;SUPPORT;A;39.92;-11.67;0.50;0.18;0.00;0.17;2.63
875.00;Caitlyn;Marksman;ADC;God;39.91;-11.68;0.50;0.18;0.00;0.17;2.63
876.00;Camille;Fighter;TOP;God;39.90;-11.70;0.50;0.18;0.00;0.17;2.63
877.00;Aatrox;Fighter;TOP;A;39.88;-11.71;0.50;0.18;0.00;0.17;2.63
878.00;Ahri;Mage;MID;A;39.87;-11.73;0.50;0.18;0.00;0.18;2.63
879.00;Akali;Assassin;MID;S;39.86;-11.74;0.50;0.18;0.00;0.18;2.63
880.00;Akali;Assassin;TOP;A;39.84;-11.76;0.50;0.18;0.00;0.18;2.63
881.00;Akshan;Marksman;MID;S;39.83;-11.77;0.50;0.18;0.00;0.18;2.63
882.00;Akshan;Marksman;TOP;A;39.82;-11.79;0.50;0.18;0.00;0.18;2.63
883.00;Alistar;Tank;SUPPORT;B;39.80;-11.80;0.50;0.18;0.00;0.18;2.63
884.00;Amumu;Tank;JUNGLE;B;39.79;-11.82;0.50;0.18;0.00;0.18;2.63
885.00;Amumu;Tank;SUPPORT;C;39.78;-11.83;0.50;0.18;0.00;0.18;2.63
886.00;Anivia;Mage;MID;A;39.76;-11.85;0.50;0.18;0.00;0.18;2.63
887.00;Anivia;Mage;SUPPORT;D;39.75;-11.86;0.50;0.18;0.00;0.18;2.63
888.00;Annie;Mage;MID;A;39.74;-11.88;0.50;0.18;0.00;0.18;2.63
889.00;Aphelios;Marksman;ADC;C;39.72;-11.89;0.50;0.17;0.00;0.18;2.64
890.00;Ashe;Marksman;ADC;B;39.71;-11.91;0.50;0.17;0.00;0.18;2.64
891.00;Aurelion Sol;Mage;MID;B;39.70;-11.92;0.50;0.17;0.00;0.18;2.64
892.00;Azir;Mage;MID;D;39.68;-11.94;0.50;0.17;0.00;0.18;2.64
893.00;Bard;Support;SUPPORT;A;39.67;-11.96;0.50;0.17;0.00;0.18;2.64
894.00;Blitzcrank;Tank;SUPPORT;S;39.66;-11.97;0.50;0.17;0.00;0.18;2.64
895.00;Brand;Mage;SUPPORT;B;39.64;-11.99;0.50;0.17;0.00;0.18;2.64
896.00;Brand;Mage;MID;B;39.63;-12.00;0.50;0.17;0.00;0.18;2.64
897.00;Braum;Support;SUPPORT;A;39.62;-12.02;0.50;0.17;0.00;0.18;2.64
898.00;Caitlyn;Marksman;ADC;God;39.60;-12.03;0.50;0.17;0.00;0.18;2.64
899.00;Camille;Fighter;TOP;God;39.59;-12.05;0.50;0.17;0.00;0.18;2.64
900.00;Cassiopeia;Mage;MID;B;39.58;-12.06;0.50;0.17;0.00;0.18;2.64
901.00;Cassiopeia;Mage;TOP;D;39.56;-12.08;0.50;0.17;0.00;0.18;2.64
902.00;Cho'Gath;Tank;TOP;A;39.55;-12.09;0.50;0.17;0.00;0.18;2.64
903.00;Cho'Gath;Tank;MID;C;39.54;-12.11;0.50;0.17;0.00;0.18;2.64
904.00;Corki;Marksman;MID;A;39.52;-12.12;0.50;0.17;0.00;0.18;2.64
905.00;Darius;Fighter;TOP;God;39.51;-12.14;0.50;0.16;0.00;0.18;2.64
906.00;Diana;Fighter;JUNGLE;God;39.50;-12.15;0.50;0.16;0.00;0.18;2.64
907.00;Diana;Fighter;MID;A;39.48;-12.17;0.50;0.16;0.00;0.18;2.64
908.00;Dr. Mundo;Marksman;TOP;S;39.47;-12.18;0.50;0.16;0.00;0.18;2.64
909.00;Draven;Fighter;ADC;B;39.46;-12.20;0.50;0.16;0.00;0.18;2.64
910.00;Ekko;Assassin;JUNGLE;A;39.44;-12.21;0.50;0.16;0.00;0.18;2.64
911.00;Ekko;Assassin;MID;A;39.43;-12.23;0.50;0.16;0.00;0.18;2.64
912.00;Elise;Mage;JUNGLE;B;39.42;-12.24;0.50;0.16;0.00;0.18;2.64
913.00;Evelynn;Assassin;JUNGLE;A;39.41;-12.26;0.50;0.16;0.00;0.18;2.64
914.00;Ezreal;Marksman;ADC;God;39.39;-12.27;0.50;0.16;0.00;0.18;2.64
915.00;Fiddlesticks;Mage;JUNGLE;B;39.38;-12.29;0.50;0.16;0.00;0.18;2.65
916.00;Fiora;Fighter;TOP;S;39.37;-12.30;0.50;0.16;0.00;0.18;2.65
917.00;Fizz;Assassin;MID;A;39.35;-12.32;0.50;0.16;0.00;0.18;2.65
918.00;Galio;Tank;MID;A;39.34;-12.33;0.50;0.16;0.00;0.18;2.65
919.00;Galio;Tank;SUPPORT;C;39.33;-12.35;0.50;0.16;0.00;0.18;2.65
920.00;Gangplank;Fighter;TOP;S;39.31;-12.36;0.50;0.16;0.00;0.18;2.65
921.00;Gangplank;Fighter;MID;C;39.30;-12.38;0.50;0.16;0.00;0.18;2.65
922.00;Aatrox;Fighter;TOP;A;39.29;-12.39;0.50;0.15;0.00;0.18;2.65
923.00;Ahri;Mage;MID;A;39.27;-12.41;0.50;0.15;0.00;0.18;2.65
924.00;Akali;Assassin;MID;S;39.26;-12.42;0.50;0.15;0.00;0.18;2.65
925.00;Akali;Assassin;TOP;A;39.25;-12.44;0.50;0.15;0.00;0.18;2.65
926.00;Akshan;Marksman;MID;S;39.23;-12.45;0.50;0.15;0.00;0.18;2.65
927.00;Akshan;Marksman;TOP;A;39.22;-12.47;0.50;0.15;0.00;0.18;2.65
928.00;Alistar;Tank;SUPPORT;B;39.21;-12.48;0.50;0.15;0.00;0.18;2.65
929.00;Amumu;Tank;JUNGLE;B;39.19;-12.50;0.50;0.15;0.00;0.18;2.65
930.00;Amumu;Tank;SUPPORT;C;39.18;-12.51;0.50;0.15;0.00;0.18;2.65
931.00;Aatrox;Fighter;TOP;A;39.17;-12.53;0.50;0.15;0.00;0.18;2.65
932.00;Ahri;Mage;MID;A;39.15;-12.54;0.50;0.15;0.00;0.18;2.65
933.00;Akali;Assassin;MID;S;39.14;-12.56;0.50;0.15;0.00;0.18;2.65
934.00;Akali;Assassin;TOP;A;39.13;-12.57;0.50;0.15;0.00;0.18;2.65
935.00;Akshan;Marksman;MID;S;39.11;-12.59;0.50;0.15;0.00;0.18;2.65
936.00;Akshan;Marksman;TOP;A;39.10;-12.60;0.50;0.15;0.00;0.18;2.65
937.00;Alistar;Tank;SUPPORT;B;39.09;-12.62;0.50;0.15;0.00;0.18;2.65
938.00;Amumu;Tank;JUNGLE;B;39.07;-12.63;0.50;0.15;0.00;0.18;2.65
939.00;Amumu;Tank;SUPPORT;C;39.06;-12.65;0.50;0.14;0.00;0.18;2.65
940.00;Anivia;Mage;MID;A;39.05;-12.66;0.50;0.14;0.00;0.18;2.66
941.00;Anivia;Mage;SUPPORT;D;39.03;-12.68;0.50;0.14;0.00;0.18;2.66
942.00;Annie;Mage;MID;A;39.02;-12.69;0.50;0.14;0.00;0.18;2.66
943.00;Aphelios;Marksman;ADC;C;39.01;-12.71;0.50;0.14;0.00;0.18;2.66
944.00;Ashe;Marksman;ADC;B;38.99;-12.72;0.50;0.14;0.00;0.19;2.66
945.00;Aurelion Sol;Mage;MID;B;38.98;-12.74;0.50;0.14;0.00;0.19;2.66
946.00;Azir;Mage;MID;D;38.97;-12.75;0.50;0.14;0.00;0.19;2.66
947.00;Bard;Support;SUPPORT;A;38.95;-12.77;0.50;0.14;0.00;0.19;2.66
948.00;Blitzcrank;Tank;SUPPORT;S;38.94;-12.78;0.50;0.14;0.00;0.19;2.66
949.00;Brand;Mage;SUPPORT;B;38.93;-12.80;0.50;0.14;0.00;0.19;2.66
950.00;Brand;Mage;MID;B;38.91;-12.81;0.50;0.14;0.00;0.19;2.66
951.00;Braum;Support;SUPPORT;A;38.90;-12.83;0.50;0.14;0.00;0.19;2.66
952.00;Caitlyn;Marksman;ADC;God;38.89;-12.84;0.50;0.14;0.00;0.19;2.66
953.00;Camille;Fighter;TOP;God;38.87;-12.86;0.50;0.14;0.00;0.19;2.66
954.00;Cassiopeia;Mage;MID;B;38.86;-12.87;0.50;0.14;0.00;0.19;2.66
955.00;Cassiopeia;Mage;TOP;D;38.85;-12.89;0.50;0.13;0.00;0.19;2.66
956.00;Cho'Gath;Tank;TOP;A;38.83;-12.90;0.50;0.13;0.00;0.19;2.66
957.00;Cho'Gath;Tank;MID;C;38.82;-12.92;0.50;0.13;0.00;0.19;2.66
958.00;Corki;Marksman;MID;A;38.81;-12.93;0.50;0.13;0.00;0.19;2.66
959.00;Darius;Fighter;TOP;God;38.79;-12.95;0.50;0.13;0.00;0.19;2.66
960.00;Diana;Fighter;JUNGLE;God;38.78;-12.96;0.50;0.13;0.00;0.19;2.66
961.00;Diana;Fighter;MID;A;38.77;-12.98;0.50;0.13;0.00;0.19;2.66
962.00;Dr. Mundo;Marksman;TOP;S;38.75;-12.99;0.50;0.13;0.00;0.19;2.66
963.00;Draven;Fighter;ADC;B;38.74;-13.01;0.50;0.13;0.00;0.19;2.66
964.00;Ekko;Assassin;JUNGLE;A;38.73;-13.02;0.50;0.13;0.00;0.19;2.66
965.00;Ekko;Assassin;MID;A;38.71;-13.04;0.50;0.13;0.00;0.19;2.66
966.00;Elise;Mage;JUNGLE;B;38.70;-13.05;0.50;0.13;0.00;0.19;2.67
967.00;Evelynn;Assassin;JUNGLE;A;38.69;-13.07;0.50;0.13;0.00;0.19;2.67
968.00;Ezreal;Marksman;ADC;God;38.67;-13.08;0.50;0.13;0.00;0.19;2.67
969.00;Fiddlesticks;Mage;JUNGLE;B;38.66;-13.10;0.50;0.13;0.00;0.19;2.67
970.00;Fiora;Fighter;TOP;S;38.65;-13.11;0.50;0.13;0.00;0.19;2.67
971.00;Fizz;Assassin;MID;A;38.63;-13.13;0.50;0.13;0.00;0.19;2.67
972.00;Galio;Tank;MID;A;38.62;-13.14;0.50;0.12;0.00;0.19;2.67
973.00;Galio;Tank;SUPPORT;C;38.61;-13.16;0.50;0.12;0.00;0.19;2.67
974.00;Gangplank;Fighter;TOP;S;38.59;-13.17;0.50;0.12;0.00;0.19;2.67
975.00;Gangplank;Fighter;MID;C;38.58;-13.19;0.50;0.12;0.00;0.19;2.67
976.00;Garen;Fighter;TOP;S;38.57;-13.20;0.50;0.12;0.00;0.19;2.67
977.00;Gnar;Fighter;TOP;A;38.55;-13.22;0.50;0.12;0.00;0.19;2.67
978.00;Gragas;Fighter;TOP;C;38.54;-13.23;0.50;0.12;0.00;0.19;2.67
979.00;Gragas;Fighter;JUNGLE;C;38.53;-13.25;0.50;0.12;0.00;0.19;2.67
980.00;Gragas;Fighter;SUPPORT;D;38.51;-13.26;0.50;0.12;0.00;0.19;2.67
981.00;Graves;Marksman;JUNGLE;S;38.50;-13.28;0.50;0.12;0.00;0.19;2.67
982.00;Graves;Marksman;TOP;B;38.49;-13.29;0.50;0.12;0.00;0.19;2.67
983.00;Gwen;Fighter;TOP;A;38.47;-13.31;0.50;0.12;0.00;0.19;2.67
984.00;Gwen;Fighter;JUNGLE;C;38.46;-13.33;0.50;0.12;0.00;0.19;2.67
985.00;Hecarim;Fighter;JUNGLE;S;38.45;-13.34;0.50;0.12;0.00;0.19;2.67
986.00;Heimerdinger;Mage;MID;C;38.43;-13.36;0.50;0.12;0.00;0.19;2.67
987.00;Heimerdinger;Mage;ADC;C;38.42;-13.37;0.50;0.12;0.00;0.19;2.67
988.00;Heimerdinger;Mage;SUPPORT;C;38.41;-13.39;0.50;0.11;0.00;0.19;2.67
989.00;Heimerdinger;Mage;TOP;D;38.39;-13.40;0.50;0.11;0.00;0.19;2.67
990.00;Illaoi;Fighter;TOP;C;38.38;-13.42;0.50;0.11;0.00;0.19;2.67
991.00;Irelia;Fighter;TOP;God;38.37;-13.43;0.50;0.11;0.00;0.19;2.68
992.00;Irelia;Fighter;MID;A;38.35;-13.45;0.50;0.11;0.00;0.19;2.68
993.00;Ivern;Support;JUNGLE;C;38.34;-13.46;0.50;0.11;0.00;0.19;2.68
994.00;Janna;Support;SUPPORT;A;38.33;-13.48;0.50;0.11;0.00;0.19;2.68
995.00;Jarvan IV;Tank;JUNGLE;A;38.31;-13.49;0.50;0.11;0.00;0.19;2.68
996.00;Jax;Fighter;TOP;God;38.30;-13.51;0.50;0.11;0.00;0.19;2.68
997.00;Jax;Fighter;JUNGLE;C;38.29;-13.52;0.50;0.11;0.00;0.19;2.68
998.00;Jayce;Fighter;TOP;S;38.27;-13.54;0.50;0.11;0.00;0.19;2.68
999.00;Jayce;Fighter;MID;B;38.26;-13.55;0.50;0.11;0.00;0.19;2.68
1000.00;Jhin;Marksman;ADC;God;38.25;-13.57;0.50;0.11;0.00;0.19;2.68
1001.00;Jinx;Marksman;ADC;God;38.23;-13.58;0.50;0.11;0.00;0.19;2.68
1002.00;Kai'Sa;Marksman;ADC;God;38.22;-13.60;0.50;0.11;0.00;0.19;2.68
1003.00;Kalista;Marksman;ADC;D;38.21;-13.61;0.50;0.11;0.00;0.19;2.68
1004.00;Karma;Mage;SUPPORT;S;38.19;-13.63;0.50;0.11;0.00;0.19;2.68
1005.00;Karthus;Mage;ADC;B;38.18;-13.64;0.50;0.10;0.00;0.19;2.68
1006.00;Karthus;Mage;MID;B;38.17;-13.66;0.50;0.10;0.00;0.19;2.68
1007.00;Karthus;Mage;JUNGLE;B;38.15;-13.67;0.50;0.10;0.00;0.19;2.68
1008.00;Kassadin;Assassin;MID;A;38.14;-13.69;0.50;0.10;0.00;0.19;2.68
1009.00;Katarina;Assassin;MID;S;38.13;-13.70;0.50;0.10;0.00;0.20;2.68
1010.00;Kayle;Fighter;TOP;A;38.11;-13.72;0.50;0.10;0.00;0.20;2.68
1011.00;Kayle;Fighter;MID;B;38.10;-13.73;0.50;0.10;0.00;0.20;2.68
1012.00;Kayn;Fighter;JUNGLE;S;38.09;-13.75;0.50;0.10;0.00;0.20;2.68
1013.00;Kennen;Mage;MID;B;38.07;-13.76;0.50;0.10;0.00;0.20;2.68
1014.00;Kennen;Mage;TOP;C;38.06;-13.78;0.50;0.10;0.00;0.20;2.68
1015.00;Kha'Zix;Assassin;JUNGLE;S;38.05;-13.79;0.50;0.10;0.00;0.20;2.68
1016.00;Kindred;Marksman;JUNGLE;B;38.03;-13.81;0.50;0.10;0.00;0.20;2.68
1017.00;Kled;Fighter;MID;A;38.02;-13.82;0.50;0.10;0.00;0.20;2.69
1018.00;Kled;Fighter;TOP;B;38.01;-13.84;0.50;0.10;0.00;0.20;2.69
1019.00;Kog'Maw;Marksman;ADC;B;37.99;-13.85;0.50;0.10;0.00;0.20;2.69
1020.00;LeBlanc;Assassin;MID;A;37.98;-13.87;0.50;0.10;0.00;0.20;2.69
1021.00;Lee Sin;Fighter;JUNGLE;God;37.97;-13.88;0.50;0.09;0.00;0.20;2.69
1022.00;Leona;Tank;SUPPORT;S;37.96;-13.90;0.50;0.09;0.00;0.20;2.69
1023.00;Lillia;Fighter;JUNGLE;B;37.94;-13.91;0.50;0.09;0.00;0.20;2.69
1024.00;Lillia;;TOP;D;37.93;-13.93;0.50;0.09;0.00;0.20;2.69
1025.00;Lissandra;Mage;MID;A;37.92;-13.94;0.50;0.09;0.00;0.20;2.69
1026.00;Lucian;Marksman;ADC;A;37.90;-13.96;0.50;0.09;0.00;0.20;2.69
1027.00;Lulu;Support;SUPPORT;God;37.89;-13.97;0.50;0.09;0.00;0.20;2.69
1028.00;Lux;Mage;SUPPORT;God;37.88;-13.99;0.50;0.09;0.00;0.20;2.69
1029.00;Lux;Mage;MID;S;37.86;-14.00;0.50;0.09;0.00;0.20;2.69
1030.00;Malphite;Tank;TOP;S;37.85;-14.02;0.50;0.09;0.00;0.20;2.69
1031.00;Malphite;Tank;MID;B;37.84;-14.03;0.50;0.09;0.00;0.20;2.69
1032.00;Malphite;Tank;SUPPORT;D;37.82;-14.05;0.50;0.09;0.00;0.20;2.69
1033.00;Malzahar;Mage;MID;A;37.81;-14.06;0.50;0.09;0.00;0.20;2.69
1034.00;Maokai;Tank;SUPPORT;B;37.80;-14.08;0.50;0.09;0.00;0.20;2.69
1035.00;Maokai;Tank;TOP;D;37.78;-14.09;0.50;0.09;0.00;0.20;2.69
1036.00;Master Yi;Assassin;JUNGLE;S;37.77;-14.11;0.50;0.09;0.00;0.20;2.69
1037.00;Miss Fortune;Marksman;ADC;A;37.76;-14.12;0.50;0.09;0.00;0.20;2.69
1038.00;Mordekaiser;Fighter;TOP;S;37.74;-14.14;0.50;0.08;0.00;0.20;2.69
1039.00;Morgana;Mage;SUPPORT;S;37.73;-14.15;0.50;0.08;0.00;0.20;2.69
1040.00;Nami;Support;SUPPORT;S;37.72;-14.17;0.50;0.08;0.00;0.20;2.69
1041.00;Nasus;Fighter;TOP;S;37.70;-14.18;0.50;0.08;0.00;0.20;2.69
1042.00;Nautilus;Tank;SUPPORT;S;37.69;-14.20;0.50;0.08;0.00;0.20;2.70
1043.00;Neeko;Mage;MID;C;37.68;-14.21;0.50;0.08;0.00;0.20;2.70
1044.00;Neeko;Mage;SUPPORT;D;37.66;-14.23;0.50;0.08;0.00;0.20;2.70
1045.00;Nidalee;Assassin;JUNGLE;A;37.65;-14.24;0.50;0.08;0.00;0.20;2.70
1046.00;Nocturne;Assassin;JUNGLE;B;37.64;-14.26;0.50;0.08;0.00;0.20;2.70
1047.00;Nunu;Tank;JUNGLE;A;37.62;-14.27;0.50;0.08;0.00;0.20;2.70
1048.00;Olaf;Fighter;JUNGLE;C;37.61;-14.29;0.50;0.08;0.00;0.20;2.70
1049.00;Olaf;Fighter;TOP;D;37.60;-14.30;0.50;0.08;0.00;0.20;2.70
1050.00;Orianna;Mage;MID;A;37.58;-14.32;0.50;0.08;0.00;0.20;2.70
1051.00;Ornn;Tank;TOP;A;37.57;-14.33;0.50;0.08;0.00;0.20;2.70
1052.00;Pantheon;Fighter;MID;B;37.56;-14.35;0.50;0.08;0.00;0.20;2.70
1053.00;Pantheon;Fighter;SUPPORT;D;37.54;-14.36;0.50;0.08;-0.01;0.20;2.70
1054.00;Pantheon;Fighter;TOP;D;37.53;-14.38;0.50;0.07;-0.01;0.20;2.70
1055.00;Poppy;Tank;JUNGLE;B;37.52;-14.39;0.50;0.07;-0.01;0.20;2.70
1056.00;Poppy;Tank;TOP;B;37.50;-14.41;0.50;0.07;-0.01;0.20;2.70
1057.00;Pyke;Support;SUPPORT;S;37.49;-14.42;0.50;0.07;-0.01;0.20;2.70
1058.00;Qiyana;Assassin;MID;A;37.48;-14.44;0.50;0.07;-0.01;0.20;2.70
1059.00;Qiyana;Assassin;JUNGLE;B;37.46;-14.45;0.50;0.07;-0.01;0.20;2.70
1060.00;Quinn;Marksman;TOP;C;37.45;-14.47;0.50;0.07;-0.01;0.20;2.70
1061.00;Rakan;Support;SUPPORT;A;37.44;-14.48;0.50;0.07;-0.01;0.20;2.70
1062.00;Rammus;Tank;JUNGLE;A;37.42;-14.50;0.50;0.07;-0.01;0.20;2.70
1063.00;Rek'Sai;Fighter;JUNGLE;A;37.41;-14.51;0.50;0.07;-0.01;0.20;2.70
1064.00;Rell;Tank;SUPPORT;B;37.40;-14.53;0.50;0.07;-0.01;0.20;2.70
1065.00;Renekton;Fighter;TOP;A;37.38;-14.54;0.50;0.07;-0.01;0.20;2.70
1066.00;Renekton;Fighter;MID;B;37.37;-14.56;0.50;0.07;-0.01;0.20;2.70
1067.00;Rengar;Assassin;JUNGLE;B;37.36;-14.57;0.50;0.07;-0.01;0.20;2.71
1068.00;Rengar;Assassin;TOP;D;37.34;-14.59;0.50;0.07;-0.01;0.20;2.71
1069.00;Riven;Fighter;TOP;S;37.33;-14.60;0.50;0.07;-0.01;0.20;2.71
1070.00;Rumble;Fighter;MID;B;37.32;-14.62;0.50;0.07;-0.01;0.20;2.71
1071.00;Rumble;Fighter;JUNGLE;C;37.30;-14.63;0.50;0.06;-0.01;0.20;2.71
1072.00;Rumble;Fighter;TOP;D;37.29;-14.65;0.50;0.06;-0.01;0.20;2.71
1073.00;Ryze;Mage;MID;C;37.28;-14.67;0.50;0.06;-0.01;0.20;2.71
1074.00;Ryze;Mage;TOP;D;37.26;-14.68;0.50;0.06;-0.01;0.21;2.71
1075.00;Samira;Marksman;ADC;B;37.25;-14.70;0.50;0.06;-0.01;0.21;2.71
1076.00;Sejuani;Tank;JUNGLE;B;37.24;-14.71;0.50;0.06;-0.01;0.21;2.71
1077.00;Sejuani;Tank;TOP;D;37.22;-14.73;0.50;0.06;-0.01;0.21;2.71
1078.00;Senna;Marksman;SUPPORT;B;37.21;-14.74;0.50;0.06;-0.01;0.21;2.71
1079.00;Senna;Marksman;ADC;C;37.20;-14.76;0.50;0.06;-0.01;0.21;2.71
1080.00;Seraphine;Mage;ADC;B;37.18;-14.77;0.50;0.06;-0.01;0.21;2.71
1081.00;Seraphine;Mage;MID;B;37.17;-14.79;0.50;0.06;-0.01;0.21;2.71
1082.00;Seraphine;Mage;SUPPORT;B;37.16;-14.80;0.50;0.06;-0.01;0.21;2.71
1083.00;Sett;Fighter;TOP;God;37.14;-14.82;0.50;0.06;-0.01;0.21;2.71
1084.00;Shaco;Assassin;JUNGLE;S;37.13;-14.83;0.50;0.06;-0.01;0.21;2.71
1085.00;Shaco;Assassin;SUPPORT;B;37.12;-14.85;0.50;0.06;-0.01;0.21;2.71
1086.00;Shen;Tank;TOP;God;37.10;-14.86;0.50;0.06;-0.01;0.21;2.71
1087.00;Shyvana;Fighter;JUNGLE;C;37.09;-14.88;0.50;0.05;-0.01;0.21;2.71
1088.00;Shyvana;Fighter;TOP;D;37.08;-14.89;0.50;0.05;-0.01;0.21;2.71
1089.00;Singed;Tank;TOP;B;37.06;-14.91;0.50;0.05;-0.01;0.21;2.71
1090.00;Sion;Tank;TOP;A;37.05;-14.92;0.50;0.05;-0.01;0.21;2.71
1091.00;Sivir;Marksman;ADC;B;37.04;-14.94;0.50;0.05;-0.01;0.21;2.71
1092.00;Skarner;Fighter;JUNGLE;C;37.02;-14.95;0.50;0.05;-0.01;0.21;2.71
1093.00;Skarner;Fighter;TOP;D;37.01;-14.97;0.50;0.05;-0.01;0.21;2.72
1094.00;Sona;Support;SUPPORT;A;37.00;-14.98;0.50;0.05;-0.01;0.21;2.72
1095.00;Soraka;Support;SUPPORT;S;36.98;-15.00;0.50;0.05;-0.01;0.21;2.72
1096.00;Swain;Mage;MID;B;36.97;-15.01;0.50;0.05;-0.01;0.21;2.72
1097.00;Swain;Mage;ADC;B;36.96;-15.03;0.50;0.05;-0.01;0.21;2.72
1098.00;Swain;Mage;SUPPORT;B;36.94;-15.04;0.50;0.05;-0.01;0.21;2.72
1099.00;Sylas;Mage;MID;A;36.93;-15.06;0.50;0.05;-0.01;0.21;2.72
1100.00;Sylas;Mage;TOP;C;36.92;-15.07;0.50;0.05;-0.01;0.21;2.72
1101.00;Syndra;Mage;MID;A;36.90;-15.09;0.50;0.05;-0.01;0.21;2.72
1102.00;Tahm Kench;Support;TOP;God;36.89;-15.10;0.50;0.05;-0.01;0.21;2.72
1103.00;Taliyah;Mage;SUPPORT;B;36.88;-15.12;0.50;0.05;-0.01;0.21;2.72
1104.00;Taliyah;Mage;MID;C;36.86;-15.13;0.50;0.04;-0.01;0.21;2.72
1105.00;Taliyah;Mage;JUNGLE;C;36.85;-15.15;0.50;0.04;-0.01;0.21;2.72
1106.00;Talon;Assassin;JUNGLE;S;36.84;-15.16;0.50;0.04;-0.01;0.21;2.72
1107.00;Talon;Assassin;MID;B;36.82;-15.18;0.50;0.04;-0.01;0.21;2.72
1108.00;Taric;Support;SUPPORT;B;36.81;-15.19;0.50;0.04;-0.01;0.21;2.72
1109.00;Teemo;Marksman;TOP;S;36.80;-15.21;0.50;0.04;-0.01;0.21;2.72
1110.00;Thresh;Support;SUPPORT;S;36.78;-15.22;0.50;0.04;-0.01;0.21;2.72
1111.00;Tristana;Marksman;ADC;B;36.77;-15.24;0.50;0.04;-0.01;0.21;2.72
1112.00;Tristana;Marksman;MID;C;36.76;-15.25;0.50;0.04;-0.01;0.21;2.72
1113.00;Trundle;Fighter;JUNGLE;A;36.74;-15.27;0.50;0.04;-0.01;0.21;2.72
1114.00;Trundle;Fighter;TOP;B;36.73;-15.28;0.50;0.04;-0.01;0.21;2.72
1115.00;Tryndamere;Fighter;TOP;God;36.72;-15.30;0.50;0.04;-0.01;0.21;2.72
1116.00;Tryndamere;Fighter;MID;C;36.70;-15.31;0.50;0.04;-0.01;0.21;2.72
1117.00;Twisted Fate;Mage;MID;A;36.69;-15.33;0.50;0.04;-0.01;0.21;2.72
1118.00;Twitch;Marksman;ADC;A;36.68;-15.34;0.50;0.04;-0.01;0.21;2.73
1119.00;Udyr;Fighter;JUNGLE;C;36.66;-15.36;0.50;0.04;-0.01;0.21;2.73
1120.00;Urgot;Fighter;TOP;S;36.65;-15.37;0.50;0.04;-0.01;0.21;2.73
1121.00;Varus;Marksman;ADC;D;36.64;-15.39;0.50;0.03;-0.01;0.21;2.73
